ID,LIMIT_BAL,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT4,default.payment.next.month
26596,120000,-2,-2,0,0,0,0,0,0
26597,20000,0,0,19339,20187,1500,1295,624,0
26598,20000,1,-1,0,3793,3793,1103,384,0
26599,160000,1,-1,0,10139,10139,0,0,1
26600,240000,-1,-1,11119,10361,10722,10000,30000,0
26601,30000,0,0,41300,0,0,0,0,0
26602,50000,0,0,5599,6696,1200,1200,500,0
26603,30000,1,2,29772,28707,0,1600,0,0
26604,20000,0,0,19247,18055,2500,1100,200,0
26605,80000,-1,-1,9183,9606,9643,3167,3753,0
26606,20000,3,2,2400,2400,0,0,0,1
26607,50000,0,0,40698,42018,2000,2230,600,0
26608,90000,0,0,90888,85293,6000,4008,15050,0
26609,50000,-1,-1,999,593,594,0,0,0
26610,20000,0,0,10208,14972,4972,3000,0,1
26611,30000,-2,-2,0,0,0,0,0,0
26612,50000,1,2,52319,51185,0,3200,32356,0
26613,20000,0,0,19178,18852,2000,1500,2000,0
26614,20000,1,2,19512,17692,0,1736,902,0
26615,20000,3,2,18781,13255,0,0,0,0
26616,50000,2,0,47021,48423,2543,2150,20,1
26617,20000,0,0,19555,17152,2000,3100,2000,0
26618,20000,0,0,14784,15483,1253,2879,796,0
26619,50000,0,0,48241,49445,2000,2412,5500,1
26620,10000,2,0,5232,6410,1273,2580,942,1
26621,10000,-2,-1,998,780,780,390,108,1
26622,20000,0,0,16620,17446,2000,2000,1000,0
26623,10000,0,0,8780,4060,1100,1300,300,0
26624,50000,0,0,11669,12665,1502,1522,1000,0
26625,30000,0,0,7653,8864,1500,1500,1500,1
26626,170000,0,0,118084,112312,3800,13000,3020,0
26627,50000,0,0,51550,0,0,0,15239,1
26628,60000,2,0,27019,25100,1686,2000,1000,1
26629,50000,0,0,50316,48987,3000,3000,2000,0
26630,50000,0,0,46831,47233,4000,2442,634,0
26631,50000,0,0,49907,49355,1963,1539,719,0
26632,1.00E+05,1,2,100364,97551,107,2893,312,0
26633,10000,0,0,5642,6652,1112,1143,324,0
26634,80000,1,-2,0,0,0,0,0,1
26635,3.00E+05,-2,-2,0,0,0,0,0,0
26636,10000,1,2,9020,8707,0,1391,900,1
26637,30000,-1,-1,5857,20190,18794,0,0,0
26638,50000,0,0,20472,19077,1700,1641,600,0
26639,30000,-1,0,1426,2539,1300,1100,1000,0
26640,90000,1,-2,0,0,0,403,1000,0
26641,20000,2,2,5996,7040,1300,1128,800,1
26642,80000,-1,-1,444,444,444,444,444,0
26643,90000,0,0,86724,91394,7016,3800,595,0
26644,20000,2,0,8295,9310,1160,2980,1100,1
26645,30000,-1,-1,1473,390,390,390,0,1
26646,10000,0,0,9984,9974,1300,1300,1000,1
26647,70000,0,0,31011,28034,2002,1435,1000,0
26648,40000,2,0,36460,37549,2000,3900,0,1
26649,170000,0,0,145354,143279,8000,3500,4000,1
26650,10000,1,2,9774,10400,1000,0,0,0
26651,30000,2,0,29608,27471,1600,3000,139,0
26652,10000,1,2,6496,6246,0,3000,1000,1
26653,50000,0,0,48061,47003,2000,2000,2000,0
26654,30000,0,0,21652,22656,1369,1517,0,0
26655,50000,0,0,30011,35743,7000,416,3000,0
26656,20000,1,2,20464,19322,4,1640,1000,0
26657,10000,0,0,3684,4715,1100,1155,1000,1
26658,50000,1,-2,-1000,0,1000,0,0,0
26659,50000,1,2,59197,55551,2000,0,10135,1
26660,50000,0,0,47077,48872,2800,0,63965,0
26661,160000,0,0,60905,62905,2000,8500,2668,0
26662,50000,0,0,50140,15519,3000,5000,0,0
26663,30000,0,0,14857,16302,2000,1598,825,0
26664,60000,5,4,67940,65957,0,0,51722,1
26665,150000,0,0,153932,153573,5500,5509,6787,0
26666,30000,0,0,25535,28738,3641,0,573,0
26667,20000,-1,-1,587,2195,2195,1500,100,0
26668,20000,0,0,18838,15349,1200,0,0,0
26669,50000,0,0,17331,17961,1600,1700,1200,0
26670,2.00E+05,0,0,66471,67010,2387,2485,2434,0
26671,70000,0,0,60719,61607,2500,7500,25200,0
26672,150000,0,0,145728,145240,5002,6009,149,0
26673,130000,1,2,136378,129545,0,5115,4500,0
26674,20000,0,0,13621,14984,1596,2000,0,0
26675,60000,-1,-1,2165,18214,18214,13000,3000,0
26676,50000,0,0,50603,50116,2500,2505,530,0
26677,210000,0,0,65795,54166,2151,20000,5000,0
26678,150000,-2,-2,13707,12119,16408,96373,5021,0
26679,50000,0,0,47034,47521,2100,2500,2000,0
26680,40000,1,-2,0,0,0,0,2605,0
26681,90000,2,2,88072,90221,4500,4000,0,1
26682,70000,0,0,64317,59944,2500,1000,0,0
26683,20000,0,0,39628,20571,1610,1323,830,0
26684,30000,0,0,28436,28845,1800,3300,1500,0
26685,20000,1,2,19099,18114,0,1370,1000,0
26686,60000,2,0,60760,60011,2740,2893,938,1
26687,50000,1,2,16412,15851,0,1294,0,0
26688,50000,2,0,48966,49985,2130,1905,1100,0
26689,10000,0,0,7806,8615,1114,1292,318,1
26690,20000,1,4,21425,21410,620,0,0,1
26691,110000,0,0,58301,57861,2179,2191,18236,0
26692,30000,1,2,21871,21222,0,1681,2000,0
26693,2.00E+05,-1,-1,3592,3622,3622,7990,0,1
26694,70000,0,0,17058,59481,52896,2047,4000,0
26695,80000,0,0,10100,59714,50000,4000,0,0
26696,80000,0,0,81099,81449,10000,5000,6500,0
26697,20000,0,0,4091,5316,1300,1400,270,0
26698,10000,0,0,8579,3714,1060,1104,31,0
26699,60000,0,0,56753,57530,2700,3869,1200,0
26700,50000,0,0,47452,48663,2000,2500,2000,1
26701,110000,0,0,107560,100395,4024,3008,2600,1
26702,210000,1,2,26845,23283,66,2524,1000,0
26703,40000,1,2,37681,36775,0,3800,1200,0
26704,360000,-2,-2,6001,5868,5874,1,0,0
26705,320000,0,0,48998,33175,6105,3394,1580,0
26706,130000,-1,-1,1439,3548,3555,1010,2581,0
26707,130000,2,2,137204,139189,7000,0,5000,1
26708,50000,0,0,47661,43914,1789,1549,800,0
26709,50000,-1,0,45626,16533,3000,9537,10000,0
26710,360000,-2,-2,1097,778,780,3021,0,0
26711,160000,2,2,70373,80166,11450,0,1800,1
26712,2.00E+05,0,-1,26230,2829,2829,4000,0,0
26713,30000,2,2,14598,13998,2000,2000,3009,0
26714,360000,0,0,50536,28219,1527,2670,514,0
26715,20000,0,0,19262,34729,1310,3190,1000,0
26716,80000,1,2,63467,66811,5000,3100,3000,1
26717,490000,0,0,325669,206515,10041,7415,44324,0
26718,10000,0,-1,1483,46,46,915,105,0
26719,20000,0,0,13422,14886,2000,1667,2000,0
26720,30000,1,2,12925,13411,1000,1300,0,1
26721,50000,0,0,47052,47874,1728,2856,605,0
26722,340000,0,0,170717,174026,6401,6501,6201,0
26723,180000,-1,-1,189,-2811,0,0,4209,0
26724,40000,0,0,38131,35382,1600,4950,2000,0
26725,140000,-1,0,24602,12526,5063,9032,0,0
26726,210000,0,0,36017,32205,3015,3004,1000,0
26727,150000,-2,-1,600,360,360,1041,70,0
26728,160000,0,0,77838,76054,3300,3275,3000,0
26729,50000,1,2,52354,52651,2211,0,2000,1
26730,50000,0,0,31292,32766,2000,2500,1500,0
26731,40000,0,0,39868,25714,1259,1700,800,0
26732,70000,0,0,16861,7553,1300,1400,500,0
26733,310000,0,0,22936,255040,240101,9012,8324,0
26734,40000,2,-1,1892,1889,1889,1716,2800,1
26735,50000,-1,-1,658,4160,4179,3225,176,0
26736,140000,0,0,130905,122390,6067,6723,5000,0
26737,80000,1,2,53576,52128,0,6000,0,1
26738,230000,-1,-1,1727,0,0,8879,1000,0
26739,50000,1,2,6283,6034,0,2000,500,1
26740,160000,-1,-1,701,3442,3442,18,0,1
26741,2.00E+05,2,0,72763,53839,5041,14031,15007,1
26742,130000,2,-1,1985,1666,1671,1306,0,0
26743,130000,0,0,65861,67857,3698,3786,2796,0
26744,1.00E+05,1,2,96469,99750,7000,4000,5000,0
26745,160000,-1,-1,3197,1936,1941,2645,0,0
26746,60000,0,0,31235,31462,6050,6037,6000,0
26747,220000,1,2,31012,30215,0,3400,2576,1
26748,50000,-1,-1,2159,1956,1961,5608,673,1
26749,160000,-2,-2,2161,1672,1681,2717,2298,0
26750,60000,2,0,58598,56486,2632,5924,2200,1
26751,210000,-2,-2,15648,2008,2500,0,0,0
26752,360000,0,0,375392,373004,13290,14012,16000,0
26753,120000,0,0,59688,57627,3000,3000,2000,0
26754,250000,0,0,149499,119726,15000,10000,10000,0
26755,210000,-1,0,4432,5373,1173,1000,0,0
26756,380000,-2,-2,1294,1058,1058,359,359,0
26757,240000,0,0,81861,81446,15000,4000,4000,0
26758,20000,1,2,20079,18696,0,1782,394,0
26759,50000,0,0,19657,20723,1700,1700,1000,0
26760,2.00E+05,-1,0,10538,16201,6201,5000,5000,1
26761,470000,0,0,99931,95096,5070,4019,2120,0
26762,50000,0,0,18894,21258,3000,3000,0,0
26763,180000,1,-2,-366,-366,0,1200,0,0
26764,180000,0,0,131653,132462,5002,5004,3074,0
26765,190000,2,2,114355,124449,13500,0,10000,1
26766,180000,-1,-1,758,0,0,1022,0,1
26767,50000,0,0,48065,48355,1800,1844,2000,0
26768,20000,0,0,18069,17905,2180,1400,1000,0
26769,80000,0,0,8852,1946,1000,1000,2000,1
26770,160000,-1,-1,498,498,498,493,8030,0
26771,2.00E+05,-1,-1,3773,3990,4029,9048,800,0
26772,180000,1,1,143900,0,10000,0,0,0
26773,360000,0,0,282222,154050,7100,0,0,0
26774,50000,2,2,61143,58394,3000,0,51285,1
26775,30000,2,3,32704,31895,0,0,0,0
26776,30000,-1,0,1581,2282,1046,1044,1750,0
26777,1.00E+05,0,0,82238,100753,20000,0,3021,0
26778,260000,-1,-1,396,792,792,4970,3651,1
26779,240000,0,-1,13980,9969,9969,1276,8621,0
26780,50000,1,2,12460,13489,1530,0,2403,0
26781,4.00E+05,0,0,12820,15463,5427,37505,233,0
26782,70000,0,0,51923,55699,5265,7064,2500,1
26783,280000,0,0,104252,107034,4510,4654,4119,0
26784,80000,-1,0,40276,41897,5000,7000,5000,0
26785,160000,4,3,152924,152142,3200,7000,0,1
26786,130000,2,2,132968,134505,6700,6200,3500,0
26787,180000,-1,-1,3810,6406,6406,629,2348,0
26788,360000,-2,-2,8840,4951,4951,0,1035,0
26789,260000,0,0,256503,254732,9248,9021,8317,1
26790,50000,1,-1,0,1899,1899,832,1662,0
26791,80000,-1,0,79690,80976,3181,2050,1564,0
26792,230000,0,0,42314,37735,1804,2713,3827,0
26793,70000,1,2,71160,67381,0,6516,3300,0
26794,270000,0,0,24689,29520,10058,10339,54,0
26795,220000,0,0,34686,8,8,2178,50148,0
26796,260000,0,0,226244,230647,8304,10044,5576,0
26797,160000,-2,-2,2235,13695,13695,390,3390,0
26798,280000,-1,-1,441,76,76,0,15258,0
26799,230000,0,0,8786,9865,2500,2000,4000,0
26800,40000,0,0,8368,1884,1000,200,100,0
26801,170000,0,0,166701,164561,5887,6894,5807,0
26802,2.00E+05,3,2,2500,2500,0,0,0,1
26803,230000,0,0,11343,17143,7000,1249,4000,0
26804,50000,2,2,1893,0,0,0,0,1
26805,150000,-1,0,42055,36366,2000,1413,0,0
26806,3.00E+05,-2,-2,0,0,0,0,0,0
26807,360000,0,0,81740,81980,8000,10055,10049,0
26808,390000,0,0,54007,62761,49188,10411,2608,0
26809,50000,0,0,49139,49281,1707,1948,1635,1
26810,220000,0,0,100226,102103,5200,5500,4000,0
26811,60000,0,0,48307,48602,1768,1967,972,0
26812,1.00E+05,-1,-1,942,390,390,390,0,0
26813,290000,0,0,10823,13226,3000,978,652,0
26814,130000,0,0,122486,116437,6013,4911,3301,1
26815,4.00E+05,1,-1,0,1731,1731,499,499,0
26816,30000,0,0,22503,24802,3000,5000,1003,0
26817,260000,-1,-1,2335,1432,1432,718,5306,0
26818,70000,0,0,53700,53938,2200,8808,2000,0
26819,160000,1,-2,0,0,0,0,0,1
26820,280000,-2,-2,3310,-6,0,4765,0,0
26821,5.00E+05,-1,0,33269,19084,1248,2601,1.00E+05,0
26822,110000,0,0,106698,104546,6000,4800,3600,0
26823,120000,-1,-1,579,2718,3580,0,0,0
26824,50000,0,0,18741,12724,1724,1804,1159,0
26825,1.00E+05,0,0,100751,99777,3592,4252,408,0
26826,360000,-2,-2,6906,4893,4893,508,4861,0
26827,20000,1,2,4473,7216,3000,0,0,1
26828,50000,0,0,46803,47796,1772,2000,5400,0
26829,5.00E+05,0,0,309558,315956,13749,11360,7110,0
26830,50000,0,0,25411,26989,2000,2000,1000,1
26831,250000,-2,-2,0,0,0,0,0,1
26832,260000,0,0,54448,55559,2017,5000,5000,0
26833,150000,0,0,62854,50558,5000,3000,3000,0
26834,80000,0,0,59796,60722,5000,14016,2000,0
26835,180000,-2,-2,9531,13558,13606,14396,12965,0
26836,170000,0,0,158326,119426,6043,4037,9,0
26837,3.00E+05,-2,-2,5649,5649,5649,5649,5616,0
26838,230000,1,-1,-17,1786,1803,0,0,0
26839,470000,0,0,262980,204078,10929,4177,36,0
26840,20000,0,-1,18629,19202,21473,1576,600,0
26841,70000,2,-1,2700,2108,2108,2253,8210,0
26842,320000,0,0,309805,237915,15818,10049,14939,0
26843,5.00E+05,-2,-2,2514,810,810,8081,72011,0
26844,360000,-2,-2,1730,2500,2500,0,0,0
26845,180000,-1,-1,326,326,326,326,652,0
26846,1.00E+05,2,2,27002,26274,0,1500,2000,1
26847,10000,2,-1,3567,1000,5000,0,0,1
26848,20000,0,0,16808,16741,1301,1000,108,0
26849,70000,1,2,30040,29258,0,2352,1300,0
26850,20000,2,0,6078,7015,1200,1140,0,1
26851,5.00E+05,-2,-2,11100,16966,16966,10000,62500,0
26852,140000,0,0,32678,37303,5400,600,3500,0
26853,360000,-1,-1,1261,1261,1261,1261,1261,0
26854,160000,1,2,5525,4039,0,1094,0,1
26855,2.00E+05,-1,-1,165,165,165,165,0,0
26856,230000,0,0,20271,21979,5034,0,2000,0
26857,360000,-2,-2,0,0,0,0,0,1
26858,260000,0,0,22325,27508,7590,3945,3377,0
26859,50000,2,2,58175,56749,2600,0,0,1
26860,5.00E+05,0,0,41597,50849,10000,4927,3224,0
26861,230000,-2,-2,7904,860,864,0,0,0
26862,340000,0,0,148624,109990,4000,4000,4500,0
26863,130000,0,0,6360,5375,1088,1189,104590,0
26864,80000,0,0,70062,19669,1321,1348,1000,0
26865,250000,-1,-1,396,396,396,396,396,0
26866,140000,1,2,86114,87896,4100,3800,3500,1
26867,390000,-2,-2,73,10925,10952,0,0,1
26868,260000,0,0,257456,261189,10621,9948,6986,0
26869,160000,0,0,69554,72390,4000,5000,4000,0
26870,210000,0,0,101776,14260,1032,40252,0,0
26871,90000,2,2,71900,0,0,0,0,1
26872,290000,-2,-2,2316,2131,2143,2485,7123,0
26873,560000,0,0,487816,471138,15933,17065,8505,0
26874,110000,0,0,111864,112112,11000,5500,4400,0
26875,350000,0,0,70257,73151,20001,5045,2005,0
26876,280000,0,0,210465,200959,10299,7200,3000,0
26877,260000,0,0,34471,0,0,0,0,0
26878,440000,0,0,267475,237324,10506,8833,2519,0
26879,2.00E+05,0,0,49221,49599,1689,2164,3480,0
26880,150000,1,2,133401,135703,6000,10275,6000,0
26881,50000,3,3,65766,59702,0,2100,62013,0
26882,5.00E+05,-1,-1,29276,7934,7972,637,4070,0
26883,320000,0,0,40271,91965,60043,5036,5017,0
26884,5.00E+05,1,-1,0,198,198,0,115399,1
26885,5.00E+05,-1,-1,1302,5230,5308,3527,2928,1
26886,260000,0,0,138834,143518,7000,7000,6001,0
26887,330000,-2,-2,2184,2184,2184,2184,2184,0
26888,360000,0,0,338992,339254,15348,20013,15000,0
26889,360000,0,0,206597,211687,10022,25045,5180,0
26890,130000,2,2,20091,21459,2000,0,1200,1
26891,320000,0,0,281017,187071,10454,80003,10000,0
26892,350000,0,0,347790,352600,13000,11000,7000,1
26893,20000,1,3,26288,23822,0,1500,2383,0
26894,2.00E+05,0,0,9228,7532,2100,3320,2400,0
26895,240000,0,0,45971,49321,4000,0,4000,0
26896,50000,0,0,39124,40474,2000,1700,1600,0
26897,10000,0,0,7536,8152,1136,1153,329,1
26898,360000,1,-1,0,4260,4260,3278,0,0
26899,20000,0,0,19522,23249,4358,16730,1898,0
26900,460000,-2,-2,0,0,0,0,0,1
26901,180000,0,0,62087,63444,3000,3000,5000,0
26902,50000,0,0,48792,50083,2105,1845,691,0
26903,70000,0,0,69921,71198,2708,2532,2324,0
26904,140000,1,-1,10091,18324,18539,1000,386,0
26905,5.00E+05,0,0,155820,171565,20000,20241,20019,0
26906,280000,0,0,159967,164197,7822,4529,4305,0
26907,110000,0,0,68773,69527,3500,10000,3000,0
26908,90000,0,0,91641,85906,3100,4300,2313,0
26909,170000,-1,-1,2430,2430,2430,2430,2430,0
26910,290000,0,0,135527,134414,8000,10000,6000,0
26911,80000,1,2,1548,1378,0,2000,0,0
26912,150000,0,0,88812,89488,3309,5016,3026,0
26913,80000,0,0,79135,75786,3006,4009,1879,0
26914,20000,0,0,18091,17237,1600,1600,1000,1
26915,150000,2,2,47529,40605,17,3105,2020,1
26916,3.00E+05,-1,-1,5036,32897,32898,6493,1254,0
26917,130000,3,2,130819,124946,0,10252,5170,0
26918,490000,1,2,230090,224913,0,12000,8000,0
26919,120000,0,0,49206,50386,2000,5100,2400,0
26920,50000,0,0,15750,16472,1300,2410,0,1
26921,150000,0,0,88506,58699,2200,2500,3000,0
26922,720000,0,0,308274,209976,8500,6000,5237,1
26923,20000,-1,0,10222,11400,1400,0,0,0
26924,260000,0,0,163327,165557,8200,6243,5500,0
26925,240000,0,0,167835,170978,7200,8400,3000,0
26926,130000,2,2,126749,135867,11243,0,5150,1
26927,2.00E+05,0,0,101254,105254,16002,30039,10000,0
26928,140000,0,0,64372,64937,2300,2200,2000,0
26929,10000,0,0,6270,7303,1300,1350,1500,0
26930,140000,1,2,129497,131877,6000,7000,10800,1
26931,20000,0,0,5250,7151,2000,2000,2000,1
26932,2.00E+05,-2,-2,3528,1190,1196,1968,1018,0
26933,130000,0,0,139892,131365,6179,1969,0,1
26934,360000,0,0,10424,10197,1104,81970,1886,0
26935,210000,2,0,196426,194724,8405,8495,7378,1
26936,230000,-2,-2,0,0,0,0,0,0
26937,210000,1,2,89567,85552,0,4100,0,1
26938,2.00E+05,-1,-1,8028,3729,3747,0,4470,0
26939,20000,0,0,11849,13144,1500,1500,1500,1
26940,410000,0,0,82735,90847,10000,6000,5000,0
26941,280000,0,0,227604,218526,7670,7221,8013,0
26942,360000,0,0,29814,22699,1333,2500,2000,0
26943,10000,1,2,3717,3659,150,2200,1500,1
26944,20000,1,2,14440,13916,0,2000,1000,1
26945,370000,0,0,333930,280727,13000,11000,10000,0
26946,180000,0,0,163461,167140,8000,8000,7000,0
26947,60000,1,-2,0,0,0,0,1040,0
26948,80000,2,2,57477,58539,2600,2700,2600,1
26949,70000,0,0,53239,54351,2000,3000,3000,0
26950,4.00E+05,-1,-1,3919,-8477,0,258900,17000,0
26951,150000,-2,-2,13877,8190,8422,6234,4016,0
26952,50000,1,2,50179,49056,0,4000,1000,0
26953,310000,0,0,324628,305869,12000,12124,8168,0
26954,2.00E+05,0,0,71656,63331,1714,1602,786,0
26955,430000,-1,-1,11873,8275,8299,13858,3427,0
26956,240000,0,0,11671,10030,1810,1151,1003,0
26957,360000,0,0,189003,154847,6050,5033,3021,0
26958,380000,0,0,27268,75331,50042,3017,3016,0
26959,190000,0,0,30425,31419,1467,1498,1170,0
26960,350000,0,0,120198,122480,5900,3300,3000,0
26961,110000,0,0,107793,102676,4010,4431,1500,0
26962,180000,-2,-2,2196,396,396,392,1308,0
26963,4.00E+05,-2,-2,2240,12165,12245,7135,7704,0
26964,5.00E+05,-1,-1,3938,82385,82392,10339,5105,0
26965,170000,-1,-1,390,390,390,390,0,0
26966,360000,-2,-2,0,0,0,0,0,1
26967,60000,0,0,58216,60193,3000,2488,1000,0
26968,350000,0,0,43356,14236,2000,3000,2001,0
26969,5.00E+05,0,0,12988,7289,1122,1077,54,0
26970,230000,0,0,48418,44734,5019,10120,10000,0
26971,20000,0,0,11043,11770,1200,1600,700,1
26972,240000,0,0,11278,14070,3000,2000,2000,0
26973,440000,0,0,64786,45923,5000,3000,5000,0
26974,250000,0,0,73215,70284,7009,5023,10037,0
26975,3.00E+05,-1,-1,706,195,200,600,0,1
26976,180000,1,1,23638,-46,3000,0,0,0
26977,360000,0,-1,167685,3288,3304,75260,24,0
26978,260000,0,0,162820,153457,6024,6012,5000,0
26979,80000,5,4,74477,68633,0,0,0,0
26980,390000,-1,-1,5768,8843,8875,19051,0,0
26981,250000,0,0,41300,0,0,0,0,0
26982,1.00E+05,0,0,104028,103601,6000,5088,5010,0
26983,170000,0,0,159094,161938,6000,7000,7000,0
26984,5.00E+05,-1,-1,1366,9489,9543,51322,12463,0
26985,410000,0,0,421227,416160,15050,16000,12700,0
26986,360000,-1,-1,2500,0,0,0,0,0
26987,290000,-2,-2,24709,291,291,6170,3892,0
26988,80000,0,-1,1245,26343,27279,3200,1000,0
26989,280000,-2,-2,8383,8797,9044,8844,0,0
26990,360000,0,0,69464,55638,10034,15011,5036,0
26991,1.00E+05,-1,-1,390,390,390,390,390,0
26992,80000,0,0,42188,40033,1577,1511,1138,0
26993,80000,0,0,52674,58068,9000,7000,3000,0
26994,180000,1,-2,0,0,0,0,0,0
26995,4.00E+05,-1,-1,43711,37077,37954,71577,18285,0
26996,450000,-2,-2,18659,388,389,483,10214,0
26997,80000,2,2,61231,62423,2800,3000,2600,1
26998,210000,0,0,41030,40120,3012,15065,5023,0
26999,3.00E+05,-1,-1,360,360,360,360,1440,0
27000,340000,-2,-2,186,3823,3842,0,6254,0
27001,110000,0,0,60290,61688,3000,3000,0,0
27002,50000,0,0,8988,6849,1200,2000,3000,0
27003,20000,0,0,10288,9276,3010,2010,4000,0
27004,16000,0,0,22058,24367,3000,3000,3000,0
27005,60000,0,0,57937,49740,3000,3000,0,0
27006,70000,1,2,23633,22955,0,4000,2000,1
27007,70000,0,0,27202,29424,3000,3000,0,0
27008,430000,-1,-1,5454,2316,2328,12799,29023,0
27009,60000,0,0,58538,61359,6000,0,1316,0
27010,2.00E+05,-1,-1,28910,6581,6593,1894,3563,0
27011,160000,1,3,47675,47243,500,2000,0,0
27012,2.00E+05,0,0,205277,127,269,3700,390,0
27013,5.00E+05,0,0,124362,126860,4567,4787,4256,0
27014,50000,-1,2,780,390,0,390,0,1
27015,220000,0,0,209044,211453,7705,9656,7404,0
27016,180000,0,0,178440,176624,8000,10000,10000,0
27017,310000,0,0,124617,126982,6015,5006,10004,0
27018,80000,0,0,35646,38040,3000,2135,3500,0
27019,50000,0,0,44756,45746,1736,2000,1000,0
27020,4.00E+05,-2,-2,-5,-5,0,5503,5966,0
27021,280000,1,-2,0,0,0,0,0,1
27022,1.00E+05,0,0,99573,159480,2787,1353,0,0
27023,350000,0,0,195639,196554,7200,7000,7000,0
27024,10000,0,0,4520,3483,2000,4946,1000,0
27025,1.00E+05,2,0,92590,93354,3251,2600,3000,0
27026,240000,-1,-1,3833,4890,4890,4164,11411,0
27027,5.00E+05,-2,-2,0,0,0,1656,0,0
27028,50000,3,2,150,150,0,0,0,1
27029,30000,0,0,59867,28357,1500,1433,920,1
27030,360000,-2,-2,2988,0,0,668,686,0
27031,250000,0,0,236430,243445,11000,11500,7500,0
27032,260000,0,0,190074,193244,6847,6846,20000,0
27033,50000,0,0,46850,31923,2068,18135,1000,0
27034,550000,-2,-2,-509,-1925,15,10014,10000,0
27035,420000,2,2,426429,436968,19000,0,13000,1
27036,130000,0,0,129902,134400,7000,0,0,0
27037,320000,0,0,345408,340055,15004,13004,11120,0
27038,50000,0,0,15019,16026,1263,1494,728,0
27039,310000,-2,-2,8918,13813,14000,6129,5539,0
27040,340000,-2,-2,1689,655,655,361,457,1
27041,280000,-1,-1,22398,30002,30422,1721,2528,0
27042,250000,-1,-1,207,4907,4907,2000,1000,0
27043,80000,0,0,72185,76854,12660,4573,2000,0
27044,230000,1,-1,-4,1496,1500,5000,1241,1
27045,330000,0,-1,16270,140,140,1500,0,0
27046,350000,-2,-2,-331,1656,2155,1440,872,0
27047,280000,1,-1,0,416,416,832,832,0
27048,140000,2,0,75384,74177,4000,4000,2000,1
27049,130000,2,2,55544,57428,3400,3000,2400,0
27050,2.00E+05,0,0,187487,200774,16000,0,9000,1
27051,280000,-1,-1,1695,5827,6644,10200,3612,0
27052,20000,-1,0,16842,16300,1000,390,149,0
27053,50000,0,0,12975,13982,1230,1563,584,0
27054,30000,2,2,23027,23848,1500,700,2550,1
27055,60000,0,0,57505,51934,1800,2000,1400,0
27056,50000,0,0,47842,48752,2097,1650,2000,0
27057,20000,1,2,19450,18844,0,1626,710,0
27058,1.00E+05,0,0,46717,48435,2500,2500,0,1
27059,1.00E+05,0,0,19138,6630,1100,1254,390,0
27060,210000,-1,-1,600,169,169,497,170,1
27061,20000,0,0,26400,27400,1000,1000,600,0
27062,130000,1,-1,0,870,870,300,1000,0
27063,290000,0,0,293281,268030,7948,22429,4442,0
27064,40000,-1,-1,10567,264,264,3430,24672,0
27065,10000,0,0,10146,9352,1158,1200,335,0
27066,360000,-1,-1,10027,8929,8975,34825,18112,0
27067,210000,1,-2,0,0,0,0,0,1
27068,230000,-1,-1,260,834,1000,0,0,0
27069,60000,2,0,9501,10560,1500,1200,0,1
27070,150000,0,0,150359,147471,15000,20000,2000,0
27071,230000,0,0,25949,27214,2000,2000,2500,0
27072,110000,3,2,450,450,0,0,0,1
27073,150000,-2,-2,1580,2925,2935,4,4,0
27074,350000,-1,-1,17999,38899,38933,24692,13115,0
27075,1.00E+05,0,0,90128,91542,4200,3900,2000,1
27076,2.00E+05,0,0,65342,63218,2856,3000,475,0
27077,2.00E+05,-2,-2,541,-59,59,6876,8837,0
27078,10000,2,0,9242,9159,1315,1160,1241,0
27079,2.00E+05,0,0,46288,48205,3000,2300,2000,0
27080,240000,0,0,194548,198522,7200,11000,3000,0
27081,290000,-2,-2,2318,1818,1827,2066,1242,0
27082,80000,0,0,73414,69998,3000,3500,3100,0
27083,80000,2,2,51193,50954,1200,5000,2300,1
27084,320000,0,0,46758,31422,2563,9842,6022,0
27085,140000,1,2,89592,92225,5000,4000,3000,1
27086,60000,-1,2,2178,1755,0,58197,2000,0
27087,150000,0,0,92000,94000,2000,2000,2000,0
27088,20000,-1,2,780,780,390,0,780,0
27089,50000,0,0,3201,0,0,5701,0,1
27090,150000,0,0,66662,61331,2116,2549,2000,0
27091,20000,0,0,16419,17139,1300,3300,1000,0
27092,80000,2,0,77142,78255,3000,3055,1663,1
27093,50000,-1,-1,630,815,1000,1104,275,0
27094,190000,0,0,189158,150621,6561,6900,0,0
27095,190000,0,0,170928,170290,6500,8031,5500,0
27096,140000,-1,-1,44300,54700,54700,34050,3000,0
27097,160000,0,0,78859,81539,4000,4000,3200,0
27098,580000,-2,-2,9238,0,0,1758,3793,0
27099,5.00E+05,1,-2,0,0,0,0,177,0
27100,130000,0,0,61105,61386,3000,4000,3000,0
27101,3.00E+05,-1,-1,530,25576,25576,1561,2656,0
27102,3.00E+05,1,-1,114324,238058,244500,8613,11000,1
27103,120000,-1,-1,1236,856,856,856,856,0
27104,220000,-2,-2,2895,-1,0,0,90,0
27105,10000,-1,-1,390,390,390,0,0,0
27106,60000,0,0,29324,30333,1500,2000,5100,1
27107,150000,-1,-1,1437,162,162,116,530,0
27108,130000,0,0,124391,126032,4442,5200,2500,0
27109,210000,0,0,27984,27686,1500,2000,1000,0
27110,70000,0,0,20857,22199,2000,2000,2000,0
27111,130000,0,0,25991,28053,2500,3300,2578,1
27112,70000,1,2,11300,10822,0,3000,1200,1
